date,tier,cumulative_return
2015-04-08,Moderate,0.8002886264287565
2015-04-09,Moderate,0.8066853198413764
2015-04-10,Moderate,0.8133391634740894
2015-04-13,Moderate,0.807541037777096
2015-04-14,Moderate,0.8123761479950207
2015-04-15,Moderate,0.7992632501130255
2015-04-16,Moderate,0.8118111928902738
2015-04-17,Moderate,0.7758238248091229
2015-04-20,Moderate,0.8005816795386782
2015-04-21,Moderate,0.8065307241979709
2015-04-22,Moderate,0.8024932588354914
2015-04-23,Moderate,0.7979923723098112
2015-04-24,Moderate,0.8315097782993501
2015-04-27,Moderate,0.8124377487071686
2015-04-28,Moderate,0.8132657550734936
2015-04-29,Moderate,0.7943815811102966
2015-04-30,Moderate,0.7709740832064524
2015-05-01,Moderate,0.7872844201026377
2015-05-04,Moderate,0.7880312175833406
2015-05-05,Moderate,0.7737152289346312
2015-05-06,Moderate,0.7643419711451767
2015-05-07,Moderate,0.776620746133839
2015-05-08,Moderate,0.8074964503214297
2015-05-11,Moderate,0.8040608063205616
2015-05-12,Moderate,0.8010105386783593
2015-05-13,Moderate,0.8071939432951631
2015-05-14,Moderate,0.8410700558523914
2015-05-15,Moderate,0.8367178654379217
2015-05-18,Moderate,0.8384070788072673
2015-05-19,Moderate,0.8442532184110909
2015-05-20,Moderate,0.844212559309458
2015-05-21,Moderate,0.8489252329228745
2015-05-22,Moderate,0.8309024019958804
2015-05-26,Moderate,0.8133689656553884
2015-05-27,Moderate,0.8278253905113064
2015-05-28,Moderate,0.8216499006529292
2015-05-29,Moderate,0.8130223771274034
2015-06-01,Moderate,0.8173821299480284
2015-06-02,Moderate,0.814860603901113
2015-06-03,Moderate,0.8224595834230086
2015-06-04,Moderate,0.7964807883897096
2015-06-05,Moderate,0.7893843278739197
2015-06-08,Moderate,0.7852602206091457
2015-06-09,Moderate,0.7837736132105784
2015-06-10,Moderate,0.8070068531859795
2015-06-11,Moderate,0.8168197671764064
2015-06-12,Moderate,0.8057620663620766
2015-06-15,Moderate,0.798716915527385
2015-06-16,Moderate,0.8169143446921976
2015-06-17,Moderate,0.8088779145780911
2015-06-18,Moderate,0.8356371172675414
2015-06-19,Moderate,0.829558217999258
2015-06-22,Moderate,0.8428776825056989
2015-06-23,Moderate,0.8577096004444302
2015-06-24,Moderate,0.8330169352087189
2015-06-25,Moderate,0.8425453202534758
2015-06-26,Moderate,0.8439428643707705
2015-06-29,Moderate,0.8078994400982373
2015-06-30,Moderate,0.8110897316020111
2015-07-01,Moderate,0.828188506729804
2015-07-02,Moderate,0.8204490238482658
2015-07-06,Moderate,0.8199302049937052
2015-07-07,Moderate,0.8274499777234618
2015-07-08,Moderate,0.8065436819954956
2015-07-09,Moderate,0.8156976859241423
2015-07-10,Moderate,0.8406075969558391
2015-07-13,Moderate,0.8626786813233935
2015-07-14,Moderate,0.8829938918430924
2015-07-15,Moderate,0.8813841767520447
2015-07-16,Moderate,0.8919263267401953
2015-07-17,Moderate,0.8834680750209452
2015-07-20,Moderate,0.8820219339536775
2015-07-21,Moderate,0.8652513765811138
2015-07-22,Moderate,0.8653288573987665
2015-07-23,Moderate,0.8515726766405196
2015-07-24,Moderate,0.8582443244806124
2015-07-27,Moderate,0.8437499723821182
2015-07-28,Moderate,0.8654230013005182
2015-07-29,Moderate,0.876287457246153
2015-07-30,Moderate,0.8777334384952267
2015-07-31,Moderate,0.8869194527007729
2015-08-03,Moderate,0.8813084299122107
2015-08-04,Moderate,0.8830508143287088
2015-08-05,Moderate,0.9098904755910839
2015-08-06,Moderate,0.8884302728041515
2015-08-07,Moderate,0.8813118250471821
2015-08-10,Moderate,0.9017380280159955
2015-08-11,Moderate,0.8925544361945621
2015-08-12,Moderate,0.881728299717895
2015-08-13,Moderate,0.8907018962369768
2015-08-14,Moderate,0.9017816086849502
2015-08-17,Moderate,0.918792399119426
2015-08-18,Moderate,0.9242509708914555
2015-08-19,Moderate,0.9014845299995211
2015-08-20,Moderate,0.8470530027844767
2015-08-21,Moderate,0.7843476296013243
2015-08-24,Moderate,0.7022497770310123
2015-08-25,Moderate,0.6894311882933173
2015-08-26,Moderate,0.7550375148284529
2015-08-27,Moderate,0.7998085942405724
2015-08-28,Moderate,0.8026086891619835
2015-08-31,Moderate,0.7785865817649948
2015-09-01,Moderate,0.7312975807472657
2015-09-02,Moderate,0.7657798184910536
2015-09-03,Moderate,0.7686054758753929
2015-09-04,Moderate,0.7450153452722539
2015-09-08,Moderate,0.7991312509197361
2015-09-09,Moderate,0.779702368236044
2015-09-10,Moderate,0.7924977649961471
2015-09-11,Moderate,0.8125045561174473
2015-09-14,Moderate,0.8004445583561055
2015-09-15,Moderate,0.8257704100697516
2015-09-16,Moderate,0.8415107730530187
2015-09-17,Moderate,0.8528290899674498
2015-09-18,Moderate,0.8436068929941261
2015-09-21,Moderate,0.8623997956956706
2015-09-22,Moderate,0.8472866727815569
2015-09-23,Moderate,0.8426517660842223
2015-09-24,Moderate,0.8218122316664302
2015-09-25,Moderate,0.8049355591869931
2015-09-28,Moderate,0.7591877294017146
2015-09-29,Moderate,0.7676412162377713
2015-09-30,Moderate,0.800524366533375
2015-10-01,Moderate,0.8094786514424324
2015-10-02,Moderate,0.8353472810167399
2015-10-05,Moderate,0.8617858546595809
2015-10-06,Moderate,0.847181795757892
2015-10-07,Moderate,0.847863097048015
2015-10-08,Moderate,0.8594006980080129
2015-10-09,Moderate,0.8828931942814233
2015-10-12,Moderate,0.9039322115983626
2015-10-13,Moderate,0.9047889453008591
2015-10-14,Moderate,0.8738824196032622
2015-10-15,Moderate,0.8964068228404474
2015-10-16,Moderate,0.9092791992588325
2015-10-19,Moderate,0.9151339632180657
2015-10-20,Moderate,0.9064241318155493
2015-10-21,Moderate,0.8983522134975013
2015-10-22,Moderate,0.9277264069207296
2015-10-23,Moderate,0.957818307694505
2015-10-26,Moderate,0.9692368191807006
2015-10-27,Moderate,0.9852649038495347
2015-10-28,Moderate,0.9915364960943489
2015-10-29,Moderate,0.989651777292698
2015-10-30,Moderate,0.9829613106290687
2015-11-02,Moderate,0.9944433858371213
2015-11-03,Moderate,0.9888164522828142
2015-11-04,Moderate,0.9836568551434139
2015-11-05,Moderate,0.9943671604157489
2015-11-06,Moderate,0.9896562521264727
2015-11-09,Moderate,0.9726069286830801
2015-11-10,Moderate,0.9797129761193475
2015-11-11,Moderate,0.9835480462149122
2015-11-12,Moderate,0.9577735895970703
2015-11-13,Moderate,0.9341373399435493
2015-11-16,Moderate,0.9620510057580307
2015-11-17,Moderate,0.9669491490980175
2015-11-18,Moderate,1.0025249438127868
2015-11-19,Moderate,0.9795214411531157
2015-11-20,Moderate,0.99380114329336
2015-11-23,Moderate,0.9922027277133842
2015-11-24,Moderate,0.9944081496902168
2015-11-25,Moderate,0.9959024459310164
2015-11-27,Moderate,0.9953532882766489
